,Mean,Std,Lower CI value,Higher CI value
90Percentile,0.04921588949531322,0.37274334115401814,-20.908206779338094,30.75138467840074
Energy,0.0577136688304804,0.6800899643810719,-41.356463228767765,52.89919699486385
Entropy,0.027085714320313745,0.11057543492741162,-4.9539152752114335,10.371058139274183
InterquartileRange,0.03369815367418157,0.4457701949876603,-27.52048314979101,34.260113884627316
Kurtosis,-0.0410927603995179,0.27957134543877565,-23.482581870101882,15.264029790198302
Maximum,-0.018888353464731084,0.46473700306265875,-34.0934666071972,30.315795914250977
MeanAbsoluteDeviation,0.04036531055856869,0.46674255276835497,-28.307077708963856,36.38013982067759
Mean,0.035609363174898025,0.30067374220177606,-17.27469100200014,24.396563636979742
Median,0.05293957626011412,0.25902414017027536,-12.655499522519406,23.243414774542227
Minimum,0.0,0.0,0.0,0.0
Range,-0.018888353464731084,0.46473700306265875,-34.0934666071972,30.315795914250977
RobustMeanAbsoluteDeviation,0.044464919837850725,0.4653058139557735,-27.79755586083297,36.69053982840311
RootMeanSquared,0.029386791934427725,0.34827067125818767,-21.195247033392647,27.072605420278194
Skewness,-0.008061810228012903,0.21261295632981136,-15.539507215316323,13.92714516971374
TotalEnergy,0.05779915280961534,0.680144173011241,-41.35167129727342,52.911501859196484
Uniformity,-0.04193146662841136,0.22036157105255913,-19.46342446085134,11.077131135169068
Variance,0.07257131351999803,0.8923523828558421,-54.57973391828354,69.09399662228314
Autocorrelation,-0.012347790789279549,0.03395749818932224,-3.5879136486243217,1.1183554907684123
ClusterProminence,-0.030839798060433736,0.15938901092817068,-14.12907475248814,7.961115140401395
ClusterTendency,-0.03168996941364947,0.1188950547980105,-11.408003892092447,5.070010009362553
Contrast,-0.06773446808045194,0.2659654008643746,-25.203908782240568,11.657015166150183
DifferenceAverage,-0.055784363962456965,0.23966495056418205,-22.186370148399533,11.02949735590814
DifferenceEntropy,-0.020100584276624457,0.10945642406497368,-9.59500163833823,5.574884783013338
DifferenceVariance,-0.0452827571400352,0.17604669229747016,-16.727689087045782,7.671137659038744
Id,0.04351890312341842,0.16883773157651571,-7.347967569613176,16.05174819429686
