,Mean,Std,Lower CI value,Higher CI value
Idm,0.05891138928124167,0.22949686651829104,-10.012182548338288,21.794460404586623
Idmn,0.004333921841182545,0.016796637718273097,-0.7305554261907605,1.5973397944272696
Idn,0.007181473671249574,0.02935716264727147,-1.3162002137346858,2.7524949479846006
Imc1,0.07971838580639004,0.4600834323728683,-23.91031668371987,39.85399384499788
Imc2,0.019305380937355843,0.13473051594968422,-7.405810329421249,11.266886516892418
InverseVariance,0.038253264753032694,0.17463859754548414,-8.276510909666108,15.927163860272648
JointAverage,-0.006041578213816214,0.0324793887686534,-2.8548646339983037,1.6465489912350613
JointEnergy,0.0828227350033437,0.31381720242021716,-13.464149144329674,30.028696144998413
JointEntropy,-0.0061604584224326416,0.043305743430618396,-3.616980756966538,2.3848890724800103
MCC,0.0344393348230687,0.19661741446633502,-10.180958210407255,17.068825175020997
MaximumProbability,0.17869079811845853,0.42178271435300546,-11.358971103769457,47.09713072746117
SumAverage,-0.006041578213816559,0.03247938876865359,-2.8548646339983517,1.6465489912350404
SumEntropy,-0.0017821578656658514,0.007513553949497059,-0.6988785115196181,0.34244693838644785
SumSquares,-0.042268685454860316,0.11003556358279298,-11.851944077231522,3.398206986259458
GrayLevelNonUniformity,-0.05942604572813593,0.43798592437138645,-36.29348065716563,24.408271511538445
GrayLevelNonUniformityNormalized,-0.0021710051070727354,0.02164264040516678,-1.7168589744482627,1.2826579530337154
GrayLevelVariance,-0.0014627744286887063,0.011587291755451111,-0.9492357953037831,0.6566809095660419
HighGrayLevelZoneEmphasis,-0.0010777133974459452,0.011191759105741677,-0.883320677938065,0.667777998448876
LargeAreaEmphasis,-0.12970505723825632,1.4849278936943286,-115.87075887784863,89.92974743019737
LargeAreaHighGrayLevelEmphasis,-0.18988878014251007,1.3869192425832675,-115.09747815034738,77.11972212184537
LargeAreaLowGrayLevelEmphasis,-0.26991489323440376,1.4398326344023111,-126.76680044027778,72.78382179339701
LowGrayLevelZoneEmphasis,-0.0002817809838308841,0.022466877838756578,-1.5850533022267934,1.5286971054606167
SizeZoneNonUniformity,-0.0613705822032065,0.5133220495175893,-41.708461430674134,29.43434499003283
SizeZoneNonUniformityNormalized,-0.005946413731814329,0.07989869967726687,-6.131338783460148,4.942056037097283
SmallAreaEmphasis,-0.003170731977689043,0.041707311365370155,-3.20724242153708,2.5730960259992717
SmallAreaHighGrayLevelEmphasis,-0.006449956562389612,0.04077509503672308,-3.4705655842302576,2.1805742717523358
SmallAreaLowGrayLevelEmphasis,0.0018145418703111194,0.04686433461598781,-3.066078515639411,3.4289868897016342
ZoneEntropy,0.0014266792626795458,0.02162236376637886,-1.3556854380919465,1.6410212906278556
ZonePercentage,-0.05652998305281809,0.44421963438525325,-36.435848454663905,25.129851844100287
ZoneVariance,-0.13078987028313022,1.487095662887974,-116.12945892342967,89.97148486680362
GrayLevelNonUniformity.1,-0.004070192774953879,0.06585315097963292,-4.970409820274985,4.156371265284209
GrayLevelNonUniformityNormalized.1,-0.006782038150054113,0.045545220963296544,-3.8343266051965066,2.477918975185684
GrayLevelVariance.1,-0.042002339989567206,0.10758755953900888,-11.655671505248492,3.25520350733505
HighGrayLevelRunEmphasis,-0.017356722337601622,0.043086270346908886,-4.721398439717103,1.2500539721967785
LongRunLowGrayLevelEmphasis,0.014432851671706999,0.2412167757592501,-15.272184584610713,18.15875491895211
LowGrayLevelRunEmphasis,-0.027311150208837325,0.13431778856892743,-12.038862895728546,6.57663285396108
RunLengthNonUniformity,-0.03958294854275291,0.16993991733052216,-15.734530312267253,7.817940603716672
RunLengthNonUniformityNormalized,-0.021506124380197486,0.09016803091763038,-8.398938196613031,4.097713320573534
RunVariance,0.1741596820551228,0.4453380914509133,-13.444387064278049,48.276323475302604
ShortRunEmphasis,-0.009638081695774162,0.04084215165941702,-3.7940248844464874,1.8664085452916555
ShortRunHighGrayLevelEmphasis,-0.02550657170068062,0.07223940578135814,-7.556592592362795,2.45527825222667
ShortRunLowGrayLevelEmphasis,-0.03368673667646883,0.1465451304056987,-13.523733102701055,6.786385767407288
Busyness,-0.06189821022784495,0.2750005708526155,-25.246388333829984,12.866746288260995
Coarseness,0.1015049030860494,0.3086584767969642,-11.238450888751771,31.53943150596165
Complexity,-0.08355273229722841,0.2650040768934309,-26.719118851438612,10.00857239199293
Contrast.1,-0.10214156604503835,0.3165331252234903,-32.1487830974425,11.720469888434826
Strength,0.04320068851084727,0.2449459652992136,-12.653820551476425,21.29395825364588
DependenceEntropy,0.01240571398052753,0.04226139463373051,-1.6879938372825851,4.169136633388091
DependenceNonUniformity,-0.08002501895848839,0.25022383068612586,-25.342128710126982,9.337124918429303
DependenceNonUniformityNormalized,-0.07874613544204717,0.24549873783159132,-24.886808128963466,9.137581040554032
DependenceVariance,0.1822626869982602,0.4140431942587997,-10.465460835898533,46.91799823555057
GrayLevelNonUniformity.2,0.0021400735892161023,0.07220684753733078,-4.789671892169865,5.217686610013085
GrayLevelVariance.2,0.005080629532633525,0.06181649165417962,-3.775601369644186,4.7917272761708904
HighGrayLevelEmphasis,-0.019764743646838716,0.04752254698405434,-5.269618857388622,1.316670128020879
LargeDependenceEmphasis,0.1386255468668631,0.4410585274216848,-16.70124192603625,44.42635129940887
LargeDependenceHighGrayLevelEmphasis,0.09721511442481734,0.3719112147817747,-16.050620870727165,35.493643755690634
LargeDependenceLowGrayLevelEmphasis,0.06405367331486247,0.5281063578962545,-30.190536180418537,43.00127084339104
LowGrayLevelEmphasis,-0.03286666407557846,0.14872773570498696,-13.592972673374499,7.019639858258808
SmallDependenceEmphasis,-0.05770986634878017,0.3752149440634211,-31.77205570715608,20.23008243740005
SmallDependenceHighGrayLevelEmphasis,-0.06359659537264836,0.37834002833121616,-32.57728590074155,19.85796682621188
SmallDependenceLowGrayLevelEmphasis,-0.06139213280379757,0.39466293278653536,-33.48795921390007,21.209532653140556
Patient,0.0,0.0,0.0,0.0
