,Mean,Std,Lower CI value,Higher CI value
Entropy,-0.040804350849945464,0.07786850986911444,-9.476447519190103,1.3155773492010094
Minimum,0.0,0.0,0.0,0.0
Skewness,0.09094361415858762,0.26001500156244495,-8.923758924014724,27.112481755732247
SizeZoneNonUniformity,-0.018108044987359545,0.11813812723605459,-9.997359045494704,6.375750048022795
GrayLevelNonUniformity.2,0.018126419658137053,0.09073994301564223,-4.475315279208764,8.100599210836174
Patient,0.0,0.0,0.0,0.0
