,Mean,Std,Lower CI value,Higher CI value
Minimum,0.0,0.0,0.0,0.0
JointAverage,-0.0058498084444802995,0.03100817249390879,-2.733737570627248,1.563775881731188
JointEnergy,0.06304593332596561,0.4408063820102616,-24.241730494560283,36.85091715975341
JointEntropy,-0.003381469653896606,0.06505247554695191,-4.846053531427393,4.169759600648072
SumAverage,-0.005849808444480489,0.031008172493908765,-2.733737570627265,1.5637758817311675
GrayLevelNonUniformityNormalized,-0.021078935894537795,0.15973062904232865,-13.17666146343808,8.96087428453052
HighGrayLevelZoneEmphasis,-0.0019114274511779056,0.012036432923251721,-1.025224992567965,0.6429395023323838
SizeZoneNonUniformity,-0.06977017479934094,0.5515658859207194,-45.198583344093315,31.24454838422513
SizeZoneNonUniformityNormalized,-0.011715246893056024,0.12382698961478648,-9.752297286257711,7.409247907646504
SmallAreaEmphasis,-0.00609032225957897,0.06380474649574501,-5.030475580022827,3.812411128107033
SmallAreaLowGrayLevelEmphasis,0.014252140396853248,0.10470386438703472,-5.830393587716547,8.680821667087196
GrayLevelNonUniformity.1,-0.051898771505303254,0.221831837318136,-20.562039202701374,10.182284901640722
GrayLevelNonUniformityNormalized.1,-0.03719645499668044,0.21983721189748662,-18.953587062074007,11.514296062737916
LongRunLowGrayLevelEmphasis,0.06394281021140882,0.28743537801555774,-13.523974463735634,26.3125365060174
LowGrayLevelRunEmphasis,0.013420897308370313,0.24021714453261447,-15.304109111078473,17.988288572752538
RunEntropy,0.01562927842744783,0.04161782081064466,-1.3210400019697355,4.4468956874593015
ShortRunLowGrayLevelEmphasis,0.005442597756924662,0.24642129525893133,-16.531864777131084,17.620384328516014
DependenceEntropy,0.015450538340155234,0.03942667324174346,-1.1870752308530506,4.277182898884098
GrayLevelNonUniformity.2,-0.02611755904401493,0.22002645230842577,-17.858811158236715,12.635299349433726
LowGrayLevelEmphasis,0.008988947638587826,0.258172095579161,-16.991518706863502,18.789308234581068
SmallDependenceLowGrayLevelEmphasis,-0.047282119095489544,0.41620029239574596,-33.56942071986483,24.112996900766916
Patient,0.0,0.0,0.0,0.0
